선수,연도,팀,보직,나이,키,몸무게,날짜,구장,온도,ERA,WHIP,이닝,누적이닝,총이닝,투구수,실점,자책점,피안타,피홈런,탈삼진,볼넷,사구,K/BB,연투여부,휴식일수,연투일수,연투횟수,WBC_2023,올림픽_2021,아시안게임_2023,아시아챔피언십_2023,아시아선수권_2023,프리미어12_2019,PS_KS,PS_PO,PS_SP,PS_V,PS_WC,이동거리,총이동거리,누적이동거리,직구_피안타율,직구_구사율,변화구_구사율,FIP,FIP_변화량,평균_FIP,GS,평균_GS,GS_변화량,평균_ERA,ERA_변화량,구속,평균_구속,구속_변화량,부상위험도,피쳐타입,NP/IP,NP/IP_roll3,투구수_roll3,이닝_roll3,변화구_구사율_roll3,직구_구사율_roll3,연투여부_prev,휴식일수_prev,연투일수_prev,연투횟수_prev,누적연투일수,휴식_log,연투_log,휴식대연투비율,연투횟수_roll3,연투일수_roll3,휴식_inv,피로도지수,피로도지수_점수,혹사정도,회복실패여부,휴식_그룹
배민서,2021,NC,SP,26,184,90,2021-09-12,Away,29.7,0.0,3.0,1.666666667,35.66666667,39.66666667,47,0,0,3,0,1,2,0,0.5,False,3,1,4,False,False,False,False,False,False,False,False,False,False,False,0,10699,6871,0.302258687,51.8,48.2,5.57,-0.577033333,6.147033333,44,44.77419355,-0.774193548,10.2,-10.2,141.8,143.4683333,-1.668333333,,직구,28.19999999,61.94999999,112,5.333333334,48.2,51.8,False,2.0,1.0,4.0,1,1.098612289,0.693147181,1.0,4.0,1.0,-2.0,0.8439803916127804,89.8847558192606,2.448815557,1,회복실패
배민서,2021,NC,RP,26,184,90,2021-09-21,Away,25.4,9.0,1.5,2.0,37.66666667,39.66666667,27,2,2,2,1,1,1,1,1.0,False,8,1,4,False,False,False,False,False,False,False,False,False,False,False,347,10699,7425,0.302258687,51.8,48.2,11.67,5.522966667,6.147033333,45,44.77419355,0.225806452,10.2,-1.2,143.9,143.4683333,0.431666667,,직구,13.5,56.69999999,89,4.666666667,48.2,51.8,False,3.0,1.0,4.0,1,1.386294361,0.693147181,1.5,4.0,1.0,-3.0,-0.4083741718221007,27.20789593792789,1.063741331,0,회복충분
배민서,2021,NC,RP,26,184,90,2021-09-22,Away,23.3,4.5,1.5,2.0,39.66666667,39.66666667,39,1,1,3,0,2,0,0,inf,True,0,2,5,False,False,False,False,False,False,False,False,False,False,False,0,10699,7425,0.302258687,51.8,48.2,1.17,-4.977033333,6.147033333,50,44.77419355,5.225806452,10.2,-5.7,143.1,143.4683333,-0.368333333,,직구,19.5,61.19999999,113,5.666666667,48.2,51.8,False,8.0,1.0,4.0,3,2.197224577,0.693147181,4.0,4.0,1.0,-8.0,0.0735107082436282,66.25399361022363,4.209519267,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-10,Home,17.0,0.0,0.0,1.0,1.0,32.66666667,17,0,0,0,0,1,0,0,inf,False,0,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,361,0.325676768,49.5,50.5,1.17,-2.960333333,4.130333333,47,48.93333333,-1.933333333,3.986666667,-3.986666667,141.3,141.0733333,0.226666667,,변화구,17.0,17.0,17,1.0,50.5,49.5,,,,,1,,,,,,,-0.1386644919286382,51.1923779096303,2.181963076,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-13,Away,25.5,4.5,2.0,2.0,3.0,32.66666667,49,1,1,3,0,3,1,0,3.0,False,2,1,0,False,False,False,False,False,False,False,False,False,False,False,24,8589,385,0.325676768,49.5,50.5,1.67,-2.460333333,4.130333333,49,48.93333333,0.0666666667,3.986666667,0.513333333,141.9,141.0733333,0.826666667,,변화구,24.5,41.5,66,3.0,50.5,49.5,False,0.0,1.0,0.0,1,0.0,0.693147181,0.0,,,0.0,0.4959311485701236,83.35235052487448,2.039778215,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-15,Away,25.5,13.5,3.0,2.0,5.0,32.66666667,45,3,3,6,0,1,0,0,inf,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,385,0.325676768,49.5,50.5,2.17,-1.960333333,4.130333333,44,48.93333333,-4.933333333,3.986666667,9.513333333,139.25,141.0733333,-1.823333333,,변화구,22.5,64.0,111,5.0,50.5,49.5,False,2.0,1.0,0.0,1,1.098612289,0.693147181,1.0,,,-2.0,0.3096114266302502,77.53879507074394,2.688111847,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-18,Home,14.1,3.0,1.33,3.0,8.0,32.66666667,48,1,1,4,0,4,0,0,inf,False,2,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,409,0.325676768,49.5,50.5,0.503,-3.627333333,4.130333333,57,48.93333333,8.066666667,3.986666667,-0.986666667,141.75,141.0733333,0.676666667,,변화구,16.0,63.0,142,7.0,50.5,49.5,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,0.0,1.0,-1.0,-0.231824352898575,43.04826563213145,2.8532602,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-22,Home,23.7,0.0,0.0,0.333333333,8.333333333,32.66666667,8,0,0,0,0,0,0,0,inf,False,3,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,409,0.325676768,49.5,50.5,3.17,-0.960333333,4.130333333,42,48.93333333,-6.933333333,3.986666667,-3.986666667,144.5,141.0733333,3.426666667,,변화구,24.00000002,62.50000002,101,5.333333333,50.5,49.5,False,2.0,1.0,0.0,1,1.098612289,0.693147181,1.0,0.0,1.0,-2.0,0.4365305564222578,81.69785486079417,2.331074743,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-04-24,Away,22.9,7.36,1.91,3.666666667,12.0,32.66666667,79,3,3,5,0,1,2,0,0.5,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,567,0.325676768,49.5,50.5,4.261,0.130666667,4.130333333,51,48.93333333,2.066666667,3.986666667,3.373333333,138.5,141.0733333,-2.573333333,,변화구,21.54545454,61.54545457,135,7.0,50.5,49.5,False,3.0,1.0,0.0,1,1.386294361,0.693147181,1.5,0.0,1.0,-3.0,0.2202975993836305,73.77339114559562,2.945000895,1,회복실패
배재준,2021,LG,RP,31,188,85,2021-05-01,Away,14.9,9.0,2.0,1.0,13.0,32.66666667,16,1,1,2,0,1,0,1,inf,False,6,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,1019,0.325676768,49.5,50.5,4.17,0.0396666667,4.130333333,44,48.93333333,-4.933333333,3.986666667,5.013333333,138.75,141.0733333,-2.323333333,,변화구,16.0,61.54545457,103,5.0,50.5,49.5,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,0.0,1.0,-1.0,-0.231824352898575,43.04826563213145,1.245339307,0,회복충분
배재준,2021,LG,SP,31,188,85,2021-05-09,Home,20.9,0.0,2.0,1.0,14.0,32.66666667,16,0,0,1,0,0,1,0,0.0,False,7,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8589,1313,0.325676768,49.5,50.5,6.17,2.039666667,4.130333333,43,48.93333333,-5.933333333,3.986666667,-3.986666667,137.4,141.0733333,-3.673333333,,변화구,16.0,53.54545454,111,5.666666667,50.5,49.5,False,6.0,1.0,0.0,1,1.945910149,0.693147181,3.0,0.0,1.0,-6.0,-0.2745598974157507,39.2628936558649,1.313111847,0,회복충분
배재준,2021,LG,RP,31,188,85,2021-06-18,Home,23.4,0.0,3.0,0.666666667,14.66666667,32.66666667,18,0,0,2,0,1,0,0,inf,False,39,1,0,False,False,False,False,False,False,False,False,False,False,False,24,8589,3362,0.325676768,49.5,50.5,0.17,-3.960333333,4.130333333,43,48.93333333,-5.933333333,3.986666667,-3.986666667,144.1,141.0733333,3.026666667,,변화구,26.99999999,58.99999999,50,2.666666667,50.5,49.5,False,7.0,1.0,0.0,1,2.079441542,0.693147181,3.5,0.0,1.0,-7.0,0.647633265566204,86.64993153811045,0.560185517,0,회복충분
배재준,2021,LG,RP,31,188,85,2021-06-19,Home,27.1,0.0,6.0,0.333333333,15.0,32.66666667,14,0,0,1,0,0,1,0,0.0,True,0,2,1,False,False,False,False,False,False,False,False,False,False,False,0,8589,3362,0.325676768,49.5,50.5,12.17,8.039666667,4.130333333,39,48.93333333,-9.933333333,3.986666667,-3.986666667,140.0,141.0733333,-1.073333333,,변화구,42.00000004,85.00000003,48,2.0,50.5,49.5,False,39.0,1.0,0.0,3,3.688879454,0.693147181,19.5,0.0,1.0,-39.0,1.6602609780683364,95.80100410771335,3.513778096,1,회복실패
배재준,2021,LG,SP,31,188,85,2021-09-17,Away,22.8,13.5,2.0,2.0,17.0,32.66666667,37,3,3,4,1,2,0,0,inf,False,89,1,1,False,False,False,False,False,False,False,False,False,False,False,0,8589,7057,0.325676768,49.5,50.5,7.67,3.539666667,4.130333333,45,48.93333333,-3.933333333,3.986666667,9.513333333,142.9,141.0733333,1.826666667,,변화구,18.5,87.50000003,69,3.0,50.5,49.5,True,0.0,2.0,1.0,1,0.0,1.098612289,0.0,0.333333333,1.333333333,0.0,0.0314299779975876,63.53263350068462,0.749667124,0,회복충분
배재준,2021,LG,SP,31,188,85,2021-09-22,Away,24.8,0.0,2.14,2.333333333,19.33333333,32.66666667,49,0,0,1,0,0,4,1,0.0,False,4,1,1,False,False,False,False,False,False,False,False,False,False,False,0,8589,7562,0.325676768,49.5,50.5,9.599,5.468666667,4.130333333,45,48.93333333,-3.933333333,3.986666667,-3.986666667,142.05,141.0733333,0.976666667,,변화구,21.0,81.50000004,100,4.666666666,50.5,49.5,False,89.0,1.0,1.0,1,4.49980967,0.693147181,44.5,0.666666667,1.333333333,-89.0,-0.5521043009449883,16.32245549977179,2.270371033,1,회복실패
배재준,2021,LG,SP,31,188,85,2021-09-28,Home,24.0,0.0,1.36,3.666666667,23.0,32.66666667,73,1,0,2,0,4,3,1,1.333333333,False,5,1,1,False,False,False,False,False,False,False,False,False,False,False,31,8589,7782,0.325676768,49.5,50.5,4.261,0.130666667,4.130333333,58,48.93333333,9.066666667,3.986666667,-3.986666667,140.85,141.0733333,-0.223333333,,변화구,19.90909091,59.40909091,159,8.0,50.5,49.5,False,4.0,1.0,1.0,1,1.609437912,0.693147181,2.0,1.0,1.333333333,-4.0,0.0864960730428205,67.05271565495208,1.868556609,0,회복실패
배재준,2021,LG,SP,31,188,85,2021-10-07,Away,22.8,1.23,0.68,7.333333333,30.33333333,32.66666667,97,1,1,4,0,4,1,0,4.0,False,8,1,1,False,False,False,False,False,False,False,False,False,False,False,291,8589,8121,0.325676768,49.5,50.5,2.488,-1.642333333,4.130333333,81,48.93333333,32.06666667,3.986666667,-2.756666667,141.5,141.0733333,0.426666667,,변화구,13.22727273,54.13636364,219,13.33333333,50.5,49.5,False,5.0,1.0,1.0,1,1.791759469,0.693147181,2.5,1.0,1.0,-5.0,-0.4874180608783977,20.715426745778185,2.455223673,0,회복충분
배재준,2021,LG,SP,31,188,85,2021-10-15,Away,22.0,7.71,3.0,2.333333333,32.66666667,32.66666667,44,3,2,7,0,1,0,0,inf,False,7,1,1,False,False,False,False,False,False,False,False,False,False,False,0,8589,8863,0.325676768,49.5,50.5,2.313,-1.817333333,4.130333333,46,48.93333333,-2.933333333,3.986666667,3.723333333,141.35,141.0733333,0.276666667,,변화구,18.85714286,51.99350649,214,13.33333333,50.5,49.5,False,8.0,1.0,1.0,1,2.197224577,0.693147181,4.0,1.0,1.0,-8.0,-0.0367005821124099,58.979917845732544,2.415594011,0,회복충분
배재준,2022,LG,SP,31,188,85,2022-05-07,Away,25.4,2.08,0.92,4.333333333,4.333333333,31.33333333,67,1,1,3,0,4,1,2,4.0,False,0,1,0,False,False,False,False,False,False,False,False,False,False,False,0,10069,1580,0.2545625,54.4,45.6,3.343,0.0448823529,3.298117647,64,48.88235294,15.11764706,1.405882353,0.674117647,140.15,141.3970588,-1.247058824,,직구,15.46153846,47.54595405,208,14.0,48.86666667,51.13333333,False,7.0,1.0,1.0,1,2.079441542,0.693147181,3.5,1.0,1.0,-7.0,-0.3159868428202635,35.514605203103606,4.226371749,1,회복실패
배재준,2022,LG,SP,31,188,85,2022-05-12,Home,25.2,3.0,1.67,3.0,7.333333333,31.33333333,74,1,1,2,0,4,3,0,1.333333333,False,4,1,0,False,False,False,False,False,False,False,False,False,False,False,0,10069,1927,0.2545625,54.4,45.6,3.445,0.146882353,3.298117647,53,48.88235294,4.117647059,1.405882353,1.594117647,140.7,141.3970588,-0.697058824,,직구,24.66666667,58.98534799,185,9.666666666,47.23333333,52.76666667,False,0.0,1.0,0.0,1,0.0,0.693147181,0.0,0.666666667,1.0,0.0,0.5177912765204253,83.85440438156093,3.180186411,1,회복실패
배재준,2022,LG,RP,31,188,85,2022-05-19,Away,22.1,0.0,2.0,1.0,8.333333333,31.33333333,20,3,0,2,0,0,0,0,inf,False,6,1,0,False,False,False,False,False,False,False,False,False,False,False,0,10069,1958,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,44,48.88235294,-4.882352941,1.405882353,-1.405882353,136.5,141.3970588,-4.897058824,,직구,20.0,60.12820513,161,8.333333333,45.6,54.4,False,4.0,1.0,0.0,1,1.609437912,0.693147181,2.0,0.333333333,1.0,-4.0,0.083820457014514,66.88726608854404,1.866154506,0,회복충분
배재준,2022,LG,RP,31,188,85,2022-05-24,Home,27.2,0.0,1.5,0.666666667,9.0,31.33333333,11,0,0,0,0,0,1,0,0.0,False,4,1,0,False,False,False,False,False,False,False,False,False,False,False,46,10069,2043,0.2545625,54.4,45.6,7.612,4.313882353,3.298117647,42,48.88235294,-6.882352941,1.405882353,-1.405882353,142.5,141.3970588,1.102941176,,직구,16.49999999,61.16666666,105,4.666666667,45.6,54.4,False,6.0,1.0,0.0,1,1.945910149,0.693147181,3.0,0.0,1.0,-6.0,-0.2338193314263237,42.85714285714285,2.323889585,1,회복실패
배재준,2022,LG,RP,31,188,85,2022-05-25,Home,22.5,9.82,1.64,3.666666667,12.66666667,31.33333333,74,4,4,5,0,3,1,1,3.0,True,0,2,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,2043,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,54,48.88235294,5.117647059,1.405882353,8.414117647,139.8,141.3970588,-1.597058824,,직구,20.18181818,56.68181817,105,5.333333334,45.6,54.4,False,4.0,1.0,0.0,3,1.609437912,0.693147181,2.0,0.0,1.0,-4.0,0.1117475682288474,68.31926061159288,4.123889585,1,회복실패
배재준,2022,LG,SP,31,188,85,2022-07-24,Away,30.3,0.0,2.0,2.0,14.66666667,31.33333333,39,0,0,3,0,2,1,0,2.0,False,59,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,4442,0.2545625,54.4,45.6,2.612,-0.686117647,3.298117647,49,48.88235294,0.117647059,1.405882353,-1.405882353,140.9,141.3970588,-0.497058824,,직구,19.5,56.18181817,124,6.333333334,45.6,54.4,True,0.0,2.0,1.0,1,0.0,1.098612289,0.0,0.333333333,1.333333333,0.0,0.114476920866393,68.49041533546327,1.343926748,0,회복충분
배재준,2022,LG,SP,31,188,85,2022-07-30,Home,33.0,0.0,1.0,4.0,18.66666667,31.33333333,85,0,0,0,0,4,4,0,1.0,False,5,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,4857,0.2545625,54.4,45.6,4.112,0.813882353,3.298117647,60,48.88235294,11.11764706,1.405882353,-1.405882353,138.65,141.3970588,-2.747058824,,직구,21.25,60.93181818,198,9.666666667,45.6,54.4,False,59.0,1.0,1.0,1,4.094344562,0.693147181,29.5,0.666666667,1.333333333,-59.0,-0.2761036550230047,39.14308534915564,2.286001312,0,회복실패
배재준,2022,LG,RP,31,188,85,2022-08-06,Home,32.3,0.0,0.0,2.0,20.66666667,31.33333333,19,0,0,0,0,0,0,0,inf,False,6,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,5629,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,52,48.88235294,3.117647059,1.405882353,-1.405882353,142.0,141.3970588,0.602941176,,직구,9.5,50.25,143,8.0,45.6,54.4,False,5.0,1.0,1.0,1,1.791759469,0.693147181,2.5,1.0,1.333333333,-5.0,-0.8043586734638164,4.661113646736649,1.67348772,0,회복충분
배재준,2022,LG,RP,31,188,85,2022-08-14,Away,31.9,0.0,1.5,1.333333333,22.0,31.33333333,22,0,0,2,0,0,0,0,inf,False,7,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,5998,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,46,48.88235294,-2.882352941,1.405882353,-1.405882353,142.05,141.3970588,0.652941176,,직구,16.5,47.25,126,7.333333333,45.6,54.4,False,6.0,1.0,1.0,1,1.945910149,0.693147181,3.0,1.0,1.0,-6.0,-0.2206165179017403,44.12368781378366,1.473667502,0,회복충분
배재준,2022,LG,RP,31,188,85,2022-09-06,Home,25.2,0.0,0.0,1.0,23.0,31.33333333,10,0,0,0,0,0,0,0,inf,False,22,1,1,False,False,False,False,False,False,False,False,False,False,False,386,10069,7538,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,46,48.88235294,-2.882352941,1.405882353,-1.405882353,144.8,141.3970588,3.402941176,,직구,10.0,36.0,51,4.333333333,45.6,54.4,False,7.0,1.0,1.0,1,2.079441542,0.693147181,3.5,1.0,1.0,-7.0,-0.7791465152374358,5.402784116841625,0.589367488,0,회복충분
배재준,2022,LG,RP,31,188,85,2022-09-10,Away,24.8,0.0,0.0,1.0,24.0,31.33333333,14,0,0,0,0,0,0,1,inf,False,3,1,1,False,False,False,False,False,False,False,False,False,False,False,310,10069,7872,0.2545625,54.4,45.6,6.112,2.813882353,3.298117647,46,48.88235294,-2.882352941,1.405882353,-1.405882353,145.0,141.3970588,3.602941176,,직구,14.0,40.5,46,3.333333333,45.6,54.4,False,22.0,1.0,1.0,1,3.135494216,0.693147181,11.0,1.0,1.0,-22.0,-0.5689021405229566,15.118667275216795,1.742370675,1,회복실패
배재준,2022,LG,RP,31,188,85,2022-09-14,Away,24.7,0.0,1.2,1.666666667,25.66666667,31.33333333,31,0,0,1,0,1,1,0,1.0,False,3,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,8166,0.2545625,54.4,45.6,3.712,0.413882353,3.298117647,48,48.88235294,-0.882352941,1.405882353,-1.405882353,139.8,141.3970588,-1.597058824,,직구,18.6,42.6,55,3.666666667,45.6,54.4,False,3.0,1.0,1.0,1,1.386294361,0.693147181,1.5,1.0,1.0,-3.0,-0.0172884118517814,60.31492469192151,1.838704068,1,회복실패
배재준,2022,LG,RP,31,188,85,2022-09-21,Away,22.1,0.0,0.0,1.0,26.66666667,31.33333333,9,0,0,0,0,1,0,0,inf,False,6,1,1,False,False,False,False,False,False,False,False,False,False,False,0,10069,8457,0.2545625,54.4,45.6,1.112,-2.186117647,3.298117647,47,48.88235294,-1.882352941,1.405882353,-1.405882353,142.6,141.3970588,1.202941176,,직구,9.0,41.6,54,3.666666667,45.6,54.4,False,3.0,1.0,1.0,1,1.386294361,0.693147181,1.5,1.0,1.0,-3.0,-0.8295708316901969,3.9707895937927886,0.720857501,0,회복충분
배재준,2022,LG,RP,31,188,85,2022-09-22,Home,22.7,0.0,2.0,1.0,27.66666667,31.33333333,26,0,0,1,0,2,1,0,2.0,True,0,2,2,False,False,False,False,False,False,False,False,False,False,False,291,10069,8748,0.2545625,54.4,45.6,2.112,-1.186117647,3.298117647,45,48.88235294,-3.882352941,1.405882353,-1.405882353,143.1,141.3970588,1.702941176,,직구,26.0,53.6,66,3.666666667,45.6,54.4,False,6.0,1.0,1.0,3,1.945910149,0.693147181,3.0,1.0,1.0,-6.0,0.60014853891392,85.69717024189868,3.706444882,1,회복실패
배재준,2022,LG,RP,31,188,85,2022-09-25,Away,22.5,0.0,0.0,1.0,28.66666667,31.33333333,9,0,0,0,0,0,0,0,inf,False,2,1,2,False,False,False,False,False,False,False,False,False,False,False,46,10069,8794,0.2545625,54.4,45.6,3.112,-0.186117647,3.298117647,46,48.88235294,-2.882352941,1.405882353,-1.405882353,142.9,141.3970588,1.502941176,,직구,9.0,44.0,44,3.0,45.6,54.4,True,0.0,2.0,2.0,1,0.0,1.098612289,0.0,1.333333333,1.333333333,0.0,-0.7607541631534179,5.899132816065723,1.804296588,1,회복실패
배재준,2022,LG,SP,31,188,85,2022-10-01,Home,25.1,9.0,2.5,2.0,30.66666667,31.33333333,32,2,2,3,0,0,2,0,0.0,False,5,1,2,False,False,False,False,False,False,False,False,False,False,False,0,10069,9128,0.2545625,54.4,45.6,6.112,2.813882353,3.298117647,43,48.88235294,-5.882352941,1.405882353,7.594117647,140.55,141.3970588,-0.847058824,,직구,16.0,51.0,67,4.0,45.6,54.4,False,2.0,1.0,2.0,1,1.098612289,0.693147181,1.0,1.666666667,1.333333333,-2.0,-0.219932583197879,44.16932907348243,0.883815259,0,회복실패
배재준,2022,LG,RP,31,188,85,2022-10-11,Home,14.4,0.0,0.0,0.666666667,31.33333333,31.33333333,9,0,0,0,0,2,0,0,inf,False,9,1,2,False,False,False,False,False,False,False,False,False,False,False,0,10069,10069,0.2545625,54.4,45.6,-2.888,-6.186117647,3.298117647,46,48.88235294,-2.882352941,1.405882353,-1.405882353,141.75,141.3970588,0.352941176,,직구,13.49999999,38.49999999,50,3.666666667,45.6,54.4,False,5.0,1.0,2.0,1,1.791759469,0.693147181,2.5,2.0,1.333333333,-5.0,-0.4527048533654818,23.68781378366043,0.635185517,0,회복충분
배재환,2020,NC,RP,30,186,95,2020-05-05,Away,18.1,0.0,6.0,0.333333333,0.333333333,43.0,16,0,0,0,0,0,2,0,0.0,False,0,1,0,False,False,False,False,False,False,False,False,False,False,False,0,9385,0,0.25,70.7,29.3,21.191,14.91326531,6.277734694,38,42.94339623,-4.943396226,4.545918367,-4.545918367,146.5,146.8,-0.3,,직구,48.00000005,48.00000005,16,0.333333333,29.3,70.7,,,,,1,,,,,,,2.477556304936781,97.85486079415791,2.171259365,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-08,Home,19.9,0.0,0.0,1.0,1.333333333,43.0,15,0,0,0,0,1,0,2,inf,False,2,1,0,False,False,False,False,False,False,False,False,False,False,False,88,9385,88,0.25,70.7,29.3,7.191,0.913265306,6.277734694,47,42.94339623,4.056603774,4.545918367,-4.545918367,144.7,146.8,-2.1,,직구,15.0,63.00000005,31,1.333333333,29.3,70.7,False,0.0,1.0,0.0,1,0.0,0.693147181,0.0,,,0.0,-0.3146645174884088,35.64582382473756,1.665148354,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-10,Home,21.1,0.0,2.25,1.333333333,2.666666666,43.0,36,0,0,1,0,0,2,0,0.0,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,9385,88,0.25,70.7,29.3,7.691,1.413265306,6.277734694,43,42.94339623,0.0566037736,4.545918367,-4.545918367,146.0,146.8,-0.8,,직구,27.00000001,90.00000005,67,2.666666666,29.3,70.7,False,2.0,1.0,0.0,1,1.098612289,0.693147181,1.0,,,-2.0,0.6835942903488678,87.28320401643084,2.217148592,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-12,Home,19.4,0.0,3.0,1.0,3.666666666,43.0,31,0,0,2,0,0,1,0,0.0,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,9385,88,0.25,70.7,29.3,6.191,-0.0867346939,6.277734694,42,42.94339623,-0.943396226,4.545918367,-4.545918367,145.5,146.8,-1.3,,직구,31.0,73.00000001,82,3.333333333,29.3,70.7,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,0.0,1.0,-1.0,1.0305924066721817,92.02418986764036,2.377704247,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-16,Away,16.7,0.0,1.0,1.0,4.666666666,43.0,9,0,0,1,0,0,0,0,inf,False,3,1,0,False,False,False,False,False,False,False,False,False,False,False,0,9385,457,0.25,70.7,29.3,3.191,-3.086734694,6.277734694,45,42.94339623,2.056603774,4.545918367,-4.545918367,145.5,146.8,-1.3,,직구,9.0,67.00000001,76,3.333333333,29.3,70.7,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,0.0,1.0,-1.0,-0.8308881387908535,3.925148334094021,2.063481985,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-17,Away,20.6,0.0,1.0,1.0,5.666666666,43.0,13,0,0,1,0,2,0,0,inf,True,0,2,1,False,False,False,False,False,False,False,False,False,False,False,0,9385,457,0.25,70.7,29.3,-0.809,-7.086734694,6.277734694,47,42.94339623,4.056603774,4.545918367,-4.545918367,146.7,146.8,-0.1,,직구,13.0,53.0,53,3.0,29.3,70.7,False,3.0,1.0,0.0,3,1.386294361,0.693147181,1.5,0.0,1.0,-3.0,-0.4925874361478223,20.344591510725696,3.567296648,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-19,Away,14.9,54.0,6.0,0.333333333,5.999999999,43.0,16,2,2,0,0,0,2,0,0.0,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,46,9385,503,0.25,70.7,29.3,21.191,14.91326531,6.277734694,36,42.94339623,-6.943396226,4.545918367,49.45408163,145.3,146.8,-1.5,,직구,48.00000005,70.00000005,38,2.333333333,29.3,70.7,True,0.0,2.0,1.0,1,0.0,1.098612289,0.0,0.333333333,1.333333333,0.0,2.5207316467632555,97.94043815609312,1.906740993,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-21,Away,21.9,0.0,0.5,2.0,7.999999999,43.0,31,0,0,1,0,1,0,0,inf,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,0,9385,503,0.25,70.7,29.3,2.191,-4.086734694,6.277734694,52,42.94339623,9.056603774,4.545918367,-4.545918367,145.5,146.8,-1.3,,직구,15.5,76.50000005,60,3.333333333,29.3,70.7,False,1.0,1.0,1.0,1,0.693147181,0.693147181,0.5,0.666666667,1.333333333,-1.0,-0.2721033752352216,39.46257416704701,2.14222262,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-24,Home,24.2,0.0,0.0,0.333333333,8.333333332,43.0,6,0,0,0,0,0,0,1,inf,False,2,1,1,False,False,False,False,False,False,False,False,False,False,False,0,9385,850,0.25,70.7,29.3,12.191,5.913265306,6.277734694,42,42.94339623,-0.943396226,4.545918367,-4.545918367,145.2,146.8,-1.6,,직구,18.00000002,81.50000007,53,2.666666666,29.3,70.7,False,1.0,1.0,1.0,1,0.693147181,0.693147181,0.5,1.0,1.333333333,-1.0,-0.0561705558216281,57.445230488361474,1.900629981,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-27,Home,19.9,0.0,0.0,0.333333333,8.666666665,43.0,3,0,0,0,0,1,0,0,inf,False,2,1,1,False,False,False,False,False,False,False,False,False,False,False,0,9385,850,0.25,70.7,29.3,-2.809,-9.086734694,6.277734694,43,42.94339623,0.0566037736,4.545918367,-4.545918367,149.0,146.8,2.2,,직구,9.000000009,42.50000003,40,2.666666666,29.3,70.7,False,2.0,1.0,1.0,1,1.098612289,0.693147181,1.0,1.0,1.0,-2.0,-0.8262324342543179,4.050661798265632,1.761481747,1,회복실패
배재환,2020,NC,RP,30,186,95,2020-05-28,Home,22.6,0.0,3.0,1.0,9.666666665,43.0,27,0,0,1,0,1,2,0,0.5,True,0,2,2,False,False,False,False,False,False,False,False,False,False,False,0,9385,850,0.25,70.7,29.3,7.191,0.913265306,6.277734694,42,42.94339623,-0.943396226,4.545918367,-4.545918367,146.6,146.8,-0.2,,직구,27.0,54.00000003,36,1.666666666,29.3,70.7,False,2.0,1.0,1.0,3,1.098612289,0.693147181,1.0,1.0,1.0,-2.0,0.7137410143650912,87.88224554997718,3.385333572,1,회복실패
