Name,Team,Year,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp
정해영,Kia,2025,2025-05-27,vs. Kiwoom,RP,,18.0,3.0,1,24,2,2,3,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,24.9
정해영,Kia,2025,2025-05-23,@ Samsung,RP,SV,0.0,1.0,1,17,0,0,1,0,2,0,0,,Away,대구 삼성 라이온즈 파크,18:30,18.4
정해영,Kia,2025,2025-05-22,@ KT,RP,,0.0,2.0,1,13,0,0,2,0,1,0,0,,Away,수원 KT 위즈파크,18:30,25.5
정해영,Kia,2025,2025-05-17,vs. Doosan,RP,SV,0.0,1.0,1,15,0,0,1,0,1,0,0,,Home,광주 기아 챔피언스 필드,17:00,21.7
정해영,Kia,2025,2025-05-17,vs. Doosan,RP,SV,0.0,0.0,1,13,0,0,0,0,2,0,0,,Home,광주 기아 챔피언스 필드,17:00,21.7
정해영,Kia,2025,2025-05-15,vs. Lotte,RP,SV,0.0,0.75,1 ⅓,31,0,0,1,0,2,0,0,,Home,광주 기아 챔피언스 필드,18:30,21.6
정해영,Kia,2025,2025-05-13,vs. Lotte,RP,SV,0.0,3.0,1,19,0,0,2,0,1,1,0,,Home,광주 기아 챔피언스 필드,18:30,24.9
정해영,Kia,2025,2025-05-10,@ SSG,RP,SV,6.75,0.75,1 ⅓,13,1,1,1,1,0,0,0,,Away,인천 SSG 랜더스필드,17:00,11.6
정해영,Kia,2025,2025-05-07,@ Kiwoom,RP,L,27.0,6.0,0 ⅓,14,1,1,1,0,0,1,0,,Away,고척 스카이돔,18:30,25.5
정해영,Kia,2025,2025-05-06,@ Kiwoom,RP,SV,0.0,0.0,1,11,0,0,0,0,2,0,0,,Away,고척 스카이돔,18:30,25.5
정해영,Kia,2025,2025-05-02,vs. Hanwha,RP,,0.0,0.5,2,34,0,0,1,0,3,0,0,,Home,광주 기아 챔피언스 필드,18:30,17.3
정해영,Kia,2025,2025-04-27,vs. LG,RP,SV,0.0,1.0,1,19,0,0,1,0,1,0,0,,Home,광주 기아 챔피언스 필드,14:00,24.1
정해영,Kia,2025,2025-04-25,vs. LG,RP,,0.0,1.5,1 ⅓,29,0,0,1,0,2,1,0,,Home,광주 기아 챔피언스 필드,18:30,16.2
정해영,Kia,2025,2025-04-20,@ Doosan,RP,,0.0,3.0,1,26,0,0,1,0,2,2,0,,Away,잠실 야구장,14:00,22.5
정해영,Kia,2025,2025-04-19,@ Doosan,RP,SV,0.0,0.0,1 ⅓,17,0,0,0,0,2,0,0,,Away,잠실 야구장,17:00,14.6
정해영,Kia,2025,2025-04-17,vs. KT,RP,W,0.0,2.0,1,14,0,0,2,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,22.8
정해영,Kia,2025,2025-04-15,vs. KT,RP,SV,0.0,0.0,1,11,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,13.2
정해영,Kia,2025,2025-04-09,@ Lotte,RP,SV,0.0,2.0,1,15,0,0,2,0,0,0,0,,Away,사직 야구장,18:30,14.9
정해영,Kia,2025,2025-04-08,@ Lotte,RP,SV,0.0,0.0,1,20,0,0,0,0,2,0,0,,Away,사직 야구장,18:30,17.3
정해영,Kia,2025,2025-04-03,vs. Samsung,RP,SV,0.0,1.0,1,26,1,0,1,0,2,0,1,,Home,광주 기아 챔피언스 필드,18:30,12.2
정해영,Kia,2025,2025-03-30,@ Hanwha,RP,SV,0.0,1.0,1,8,0,0,1,0,0,0,0,,Away,대전 한화생명 볼파크,14:00,5.1
정해영,Kia,2025,2025-03-27,vs. Kiwoom,RP,L,27.0,4.0,1,29,3,3,2,0,2,2,0,,Home,광주 기아 챔피언스 필드,18:30,14.1
정해영,Kia,2025,2025-03-23,vs. NC,RP,,0.0,1.0,1,14,0,0,1,0,2,0,0,,Home,광주 기아 챔피언스 필드,14:00,23.6
김대유,Kia,2025,2025-07-08,@ Hanwha,RP,,27.0,3.0,0 ⅓,2,1,1,1,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,33.6
김대유,Kia,2025,2025-07-06,vs. Lotte,RP,H,0.0,0.0,0 ⅓,1,0,0,0,0,0,0,0,,Home,광주 기아 챔피언스 필드,17:00,33.2
김대유,Kia,2025,2025-07-02,vs. SSG,RP,,0.0,0.0,0 ⅔,5,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,33.1
김대유,Kia,2025,2025-06-28,@ LG,RP,,0.0,1.5,0 ⅔,12,0,0,1,0,0,0,0,,Away,잠실 야구장,17:00,29.9
김대유,Kia,2025,2025-06-27,@ LG,RP,L,9.0,1.0,1,8,1,1,1,0,0,0,0,,Away,잠실 야구장,18:30,29.9
김대유,Kia,2025,2025-06-26,@ Kiwoom,RP,,0.0,0.0,0 ⅔,8,0,0,0,0,0,0,0,,Away,고척 스카이돔,18:30,25.5
김대유,Kia,2025,2025-06-21,@ SSG,RP,,0.0,,0,3,0,0,0,0,0,0,0,,Away,인천 SSG 랜더스필드,17:00,23.5
김대유,Kia,2025,2025-04-26,vs. LG,RP,,54.0,6.0,0 ⅓,10,2,2,1,0,0,1,0,,Home,광주 기아 챔피언스 필드,17:00,21.9
김대유,Kia,2025,2025-04-24,@ Samsung,RP,,6.75,0.75,1 ⅓,18,1,1,1,1,1,0,0,,Away,대구 삼성 라이온즈 파크,18:30,16.6
김대유,Kia,2025,2025-04-13,vs. SSG,RP,,0.0,,0,12,3,3,1,0,0,2,0,,Home,광주 기아 챔피언스 필드,14:00,11.6
김현수,Kia,2025,2025-07-08,@ Hanwha,RP,,0.0,0.0,1,17,0,0,0,0,1,0,0,,Away,대전 한화생명 볼파크,18:30,33.6
김현수,Kia,2025,2025-06-26,@ Kiwoom,RP,,4.5,3.5,2,38,1,1,2,0,3,5,0,,Away,고척 스카이돔,18:30,25.5
김현수,Kia,2025,2025-06-24,@ Kiwoom,RP,,0.0,2.0,1,19,0,0,2,0,1,0,0,,Away,고척 스카이돔,18:30,25.5
김현수,Kia,2025,2025-06-10,vs. Samsung,RP,,6.75,0.75,1 ⅓,25,1,1,1,1,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,25.4
김현수,Kia,2025,2025-06-04,@ Doosan,RP,,0.0,2.0,1,21,0,0,2,0,3,0,0,,Away,잠실 야구장,18:30,22.5
김현수,Kia,2025,2025-05-31,@ KT,RP,,0.0,3.0,0 ⅔,11,0,0,1,0,0,1,0,,Away,수원 KT 위즈파크,17:00,22.8
김현수,Kia,2025,2025-05-30,@ KT,RP,,0.0,3.0,0 ⅓,10,0,0,1,0,0,0,0,,Away,수원 KT 위즈파크,18:30,24.2
김현수,Kia,2025,2025-05-28,vs. Kiwoom,RP,,9.0,1.0,1,18,1,1,1,1,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,26.5
김현수,Kia,2025,2025-05-20,@ KT,RP,,0.0,1.0,1,15,0,0,0,0,0,1,0,,Away,수원 KT 위즈파크,18:30,25.6
김현수,Kia,2025,2025-05-11,@ SSG,RP,,0.0,2.0,1,21,0,0,0,0,0,2,0,,Away,인천 SSG 랜더스필드,14:00,16.8
이형범,Kia,2025,2025-07-09,@ Hanwha,RP,,0.0,0.0,1,14,0,0,0,0,2,0,0,,Away,대전 한화생명 볼파크,18:30,32.1
이형범,Kia,2025,2025-07-08,@ Hanwha,RP,,0.0,,0,13,4,4,3,0,0,1,0,,Away,대전 한화생명 볼파크,18:30,33.6
이형범,Kia,2025,2025-07-06,vs. Lotte,RP,,0.0,0.75,1 ⅓,18,0,0,1,0,0,0,0,,Home,광주 기아 챔피언스 필드,17:00,33.2
이형범,Kia,2025,2025-07-05,vs. Lotte,RP,,0.0,1.0,1,14,0,0,1,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:00,31.5
이형범,Kia,2025,2025-04-24,@ Samsung,RP,,27.0,4.8,1 ⅔,49,5,5,6,0,1,2,0,,Away,대구 삼성 라이온즈 파크,18:30,16.6
이형범,Kia,2025,2025-04-18,@ Doosan,RP,,0.0,,0,16,3,3,4,0,0,0,0,,Away,잠실 야구장,18:30,22.4
이형범,Kia,2025,2025-04-11,vs. SSG,RP,,0.0,2.0,1,9,0,0,0,0,0,2,0,,Home,광주 기아 챔피언스 필드,18:30,20.6
이형범,Kia,2025,2025-04-10,@ Lotte,RP,,9.0,2.0,1,25,2,1,2,0,1,0,0,,Away,사직 야구장,18:30,14.9
이형범,Kia,2025,2025-04-04,@ LG,RP,,0.0,1.0,1,16,0,0,1,0,1,0,0,,Away,잠실 야구장,18:30,13.4
이형범,Kia,2025,2025-03-28,@ Hanwha,RP,,0.0,2.0,1,22,2,0,2,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,6.4
이준영,Kia,2025,2025-07-09,@ Hanwha,RP,,54.0,6.0,0 ⅓,12,2,2,2,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,32.1
이준영,Kia,2025,2025-06-15,@ NC,RP,,0.0,,0,7,1,1,1,1,0,1,0,,Away,창원 NC 파크,17:00,28.6
이준영,Kia,2025,2025-06-12,vs. Samsung,RP,,0.0,1.0,1,10,0,0,1,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,26.3
이준영,Kia,2025,2025-06-11,vs. Samsung,RP,W,0.0,3.0,0 ⅓,16,0,0,1,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,27.1
이준영,Kia,2025,2025-06-07,vs. Hanwha,RP,,0.0,6.0,0 ⅓,15,0,0,1,0,0,1,0,,Home,광주 기아 챔피언스 필드,17:00,27.2
이준영,Kia,2025,2025-06-06,vs. Hanwha,RP,H,0.0,0.0,1,6,0,0,0,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,22.6
이준영,Kia,2025,2025-06-04,@ Doosan,RP,H,0.0,0.0,1,18,0,0,0,0,2,0,0,,Away,잠실 야구장,18:30,22.5
이준영,Kia,2025,2025-05-31,@ KT,RP,,0.0,,0,5,1,1,1,0,0,0,0,,Away,수원 KT 위즈파크,17:00,22.8
이준영,Kia,2025,2025-05-30,@ KT,RP,,0.0,1.5,0 ⅔,6,0,0,0,0,0,1,0,,Away,수원 KT 위즈파크,18:30,24.2
이준영,Kia,2025,2025-05-28,vs. Kiwoom,RP,,0.0,1.5,0 ⅔,15,0,0,0,0,1,1,0,,Home,광주 기아 챔피언스 필드,18:30,26.5
이준영,Kia,2025,2025-05-27,vs. Kiwoom,RP,W,0.0,1.0,1,10,0,0,1,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,24.9
이준영,Kia,2025,2025-05-25,@ Samsung,RP,,0.0,0.0,1,14,0,0,0,0,2,0,0,,Away,대구 삼성 라이온즈 파크,14:00,19.3
이준영,Kia,2025,2025-05-24,@ Samsung,RP,,0.0,0.75,1 ⅓,23,0,0,0,0,1,1,0,,Away,대구 삼성 라이온즈 파크,17:00,14.5
이준영,Kia,2025,2025-05-21,@ KT,RP,,9.0,2.0,1,18,1,1,2,0,0,0,0,,Away,수원 KT 위즈파크,18:30,26.8
이준영,Kia,2025,2025-05-17,vs. Doosan,RP,H,0.0,0.0,0 ⅔,7,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,17:00,21.7
이준영,Kia,2025,2025-05-17,vs. Doosan,RP,H,0.0,0.0,0 ⅓,2,0,0,0,0,0,0,0,,Home,광주 기아 챔피언스 필드,17:00,21.7
이준영,Kia,2025,2025-05-15,vs. Lotte,RP,H,0.0,0.0,0 ⅓,4,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,21.6
이준영,Kia,2025,2025-05-13,vs. Lotte,RP,H,0.0,0.0,0 ⅓,2,0,0,0,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,24.9
이준영,Kia,2025,2025-05-11,@ SSG,RP,,0.0,0.0,0 ⅔,9,0,0,0,0,1,0,0,,Away,인천 SSG 랜더스필드,14:00,16.8
이준영,Kia,2025,2025-05-10,@ SSG,RP,,0.0,,0,5,1,1,2,0,0,0,0,,Away,인천 SSG 랜더스필드,17:00,11.6
이준영,Kia,2025,2025-05-07,@ Kiwoom,RP,,27.0,3.0,0 ⅓,7,1,1,1,1,0,0,0,,Away,고척 스카이돔,18:30,25.5
이준영,Kia,2025,2025-05-06,@ Kiwoom,RP,W,0.0,0.0,0 ⅔,2,0,0,0,0,0,0,0,,Away,고척 스카이돔,18:30,25.5
이준영,Kia,2025,2025-05-04,vs. Hanwha,RP,,0.0,0.0,0 ⅓,2,0,0,0,0,0,0,0,,Home,광주 기아 챔피언스 필드,14:00,20.3
이준영,Kia,2025,2025-04-30,vs. NC,RP,,0.0,0.0,0 ⅓,3,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,23.0
이준영,Kia,2025,2025-04-26,vs. LG,RP,,9.0,1.0,1,23,1,1,1,1,3,0,0,,Home,광주 기아 챔피언스 필드,17:00,21.9
이준영,Kia,2025,2025-04-25,vs. LG,RP,,0.0,,0,6,0,0,0,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,16.2
이준영,Kia,2025,2025-04-23,@ Samsung,RP,,0.0,0.0,1 ⅓,13,0,0,0,0,1,0,0,,Away,대구 삼성 라이온즈 파크,18:30,13.9
이준영,Kia,2025,2025-04-18,@ Doosan,RP,,0.0,1.5,0 ⅔,10,0,0,1,0,0,0,0,,Away,잠실 야구장,18:30,22.4
이준영,Kia,2025,2025-04-16,vs. KT,RP,,0.0,,0,11,0,0,1,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,21.7
이준영,Kia,2025,2025-04-11,vs. SSG,RP,,0.0,0.0,1,11,0,0,0,0,2,0,0,,Home,광주 기아 챔피언스 필드,18:30,20.6
이준영,Kia,2025,2025-04-10,@ Lotte,RP,,0.0,1.5,0 ⅔,13,0,0,1,0,2,0,0,,Away,사직 야구장,18:30,14.9
이준영,Kia,2025,2025-04-04,@ LG,RP,,9.0,2.0,1,15,1,1,2,0,1,0,0,,Away,잠실 야구장,18:30,13.4
이준영,Kia,2025,2025-03-28,@ Hanwha,RP,,0.0,3.0,0 ⅓,5,0,0,1,0,1,0,0,,Away,대전 한화생명 볼파크,18:30,6.4
이준영,Kia,2025,2025-03-26,vs. Kiwoom,RP,,0.0,1.0,1,11,0,0,1,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,23.3
이준영,Kia,2025,2025-03-25,vs. Kiwoom,RP,,27.0,6.0,0 ⅔,15,2,2,3,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,19.9
이준영,Kia,2025,2025-03-23,vs. NC,RP,,0.0,1.5,0 ⅔,15,0,0,1,0,0,0,0,,Home,광주 기아 챔피언스 필드,14:00,23.6
네일,Kia,2025,2025-07-10,@ Hanwha,SP,,0.0,1.0,6,98,0,0,3,0,5,3,0,68.0,Away,대전 한화생명 볼파크,18:30,32.1
네일,Kia,2025,2025-07-04,vs. Lotte,SP,,0.0,0.5,6,90,0,0,3,0,7,0,0,73.0,Home,광주 기아 챔피언스 필드,18:30,30.7
네일,Kia,2025,2025-06-22,@ SSG,SP,,4.26,0.63,6 ⅓,95,3,3,3,1,5,1,1,58.0,Away,인천 SSG 랜더스필드,17:00,25.0
네일,Kia,2025,2025-06-15,@ NC,SP,W,1.35,0.3,6 ⅔,111,1,1,1,0,9,1,1,75.0,Away,창원 NC 파크,17:00,28.6
네일,Kia,2025,2025-06-10,vs. Samsung,SP,L,1.42,1.11,6 ⅓,97,3,1,6,1,2,1,1,53.0,Home,광주 기아 챔피언스 필드,18:30,25.4
네일,Kia,2025,2025-06-04,@ Doosan,SP,W,5.4,1.6,5,86,3,3,6,1,5,2,1,45.0,Away,잠실 야구장,18:30,22.5
