선수명,연도,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
구승민,2021,0.0,53.7,0.0,0.0,4.7,0.0,0.0,41.5,0.0,0.0,0.0,0.2,0.0,0.0,0.333,0.0,0.0,0.221,0.0,0.0
구승민,2022,0.0,49.3,0.0,0.0,6.3,0.0,0.0,44.2,0.0,0.0,0.0,0.225,0.0,0.0,0.1,0.0,0.0,0.196,0.0,0.0
구승민,2023,0.0,43.9,0.0,0.2,9.6,0.0,0.0,46.2,0.0,0.0,0.0,0.262,0.0,0.0,0.269,0.0,0.0,0.267,0.0,0.0
구승민,2024,0.0,38.1,0.0,0.0,11.2,0.0,0.0,50.6,0.0,0.0,0.0,0.372,0.0,0.0,0.455,0.0,0.0,0.22,0.0,0.0
이민석,2022,0.0,61.7,0.0,0.0,31.8,5.7,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.279,0.125,0.0,0.0,0.0,0.0
이민석,2023,0.0,48.1,0.0,7.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이민석,2024,0.0,55.8,0.0,2.1,35.9,5.6,0.0,0.0,0.0,0.0,0.0,0.343,0.0,0.0,0.265,0.167,0.0,0.0,0.0,0.0
나균안,2021,10.7,40.0,0.0,7.3,15.9,3.3,0.0,22.6,0.0,0.0,0.35,0.337,0.0,0.5,0.345,0.6,0.0,0.192,0.0,0.0
나균안,2022,0.4,46.1,1.7,4.2,15.0,0.0,0.0,32.5,0.0,0.0,0.0,0.308,0.429,0.136,0.315,0.0,0.0,0.235,0.0,0.0
나균안,2023,0.1,41.1,1.7,10.3,11.0,0.0,0.0,35.7,0.0,0.0,0.0,0.271,0.4,0.342,0.351,0.0,0.0,0.241,0.0,0.0
나균안,2024,0.0,39.2,17.2,8.4,0.0,0.0,0.0,35.1,0.0,0.0,0.0,0.351,0.449,0.167,0.0,0.0,0.0,0.333,0.0,0.0
박진,2023,0.0,46.0,0.0,9.7,39.8,0.0,0.0,4.4,0.0,0.0,0.0,0.462,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0
박진,2024,0.0,47.3,0.0,4.0,37.9,0.0,0.0,10.8,0.0,0.0,0.0,0.319,0.0,0.0,0.319,0.0,0.0,0.292,0.0,0.0
박진형,2020,0.0,36.9,0.0,1.1,14.8,0.0,0.0,47.1,0.0,0.0,0.0,0.4,0.0,0.0,0.385,0.0,0.0,0.25,0.0,0.0
박진형,2021,1.5,35.3,0.0,0.6,14.5,0.0,0.0,48.0,0.0,0.0,0.0,0.455,0.0,0.0,0.286,0.0,0.0,0.31,0.0,0.0
박진형,2024,1.1,35.8,0.0,2.1,14.7,0.0,0.0,46.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0
